id,nome,rango,intervallo_iniziale,intervallo_finale,eta_massima,eta_minima,longitudine,latitudine,codice_paese,stato_regione,formazione,gruppo_geologico,phylum,classe,ordine,famiglia,genere,origine_dataset,fonte_riempimento_tassonomia
1137252,Classopollis classoides,species,Aptian,Albian,121.4,100.5,26.468611,30.821943,EG,Western Desert,,,Equisetophyta,Equisetopsida,<NA>,Cheirolepidiaceae,Classopollis,1,PBDB
1137253,Classopollis classoides,species,Early Albian,,113.2,110.1,26.468611,30.821943,EG,Western Desert,,,Equisetophyta,Equisetopsida,<NA>,Cheirolepidiaceae,Classopollis,1,PBDB
1137254,Circulina parva,species,Aptian,Albian,121.4,100.5,26.468611,30.821943,EG,Western Desert,,,Gymnospermae,<NA>,Coniferales,<NA>,Circulina,1,PBDB
1137255,Circulina parva,species,Early Albian,,113.2,110.1,26.468611,30.821943,EG,Western Desert,,,Gymnospermae,<NA>,Coniferales,<NA>,Circulina,1,PBDB
1137256,Araucariacites,genus,Early Albian,,113.2,110.1,26.468611,30.821943,EG,Western Desert,,,Equisetophyta,Equisetopsida,<NA>,Araucariaceae,Araucariacites,1,PBDB
1137257,Monosulcites,genus,Early Albian,,113.2,110.1,26.468611,30.821943,EG,Western Desert,,,Angiospermae,<NA>,<NA>,<NA>,Monosulcites,1,PBDB
1137258,Tricolpites,genus,Early Albian,,113.2,110.1,26.468611,30.821943,EG,Western Desert,,,Angiospermae,<NA>,Gunnerales,<NA>,Tricolpites,1,PBDB
1137263,Cicatricosisporites australiensis,species,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1137265,Cyathidites minor,species,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Pteridophyta,Pteridopsida,<NA>,<NA>,Cyathidites,1,PBDB
1137267,Apiculatisporis,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Pteridophyta,<NA>,<NA>,<NA>,Apiculatisporis,1,PBDB
1137268,Balmeisporites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Equisetophyta,Equisetopsida,<NA>,Araucariaceae,Balmeisporites,1,PBDB
1137273,Elaterosporites klaszi,species,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Gnetophyta,Gnetopsida,Gnetales,<NA>,Elaterosporites,1,PBDB
1137275,Retimonocolpites peroreticulatus,species,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Angiospermae,<NA>,<NA>,<NA>,Retimonocolpites,1,PBDB
1137276,Monosulcites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Angiospermae,<NA>,<NA>,<NA>,Monosulcites,1,PBDB
1137277,Classopollis torosus,species,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Equisetophyta,Equisetopsida,<NA>,Cheirolepidiaceae,Classopollis,1,PBDB
1137278,Eucommiidites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Cycadophyta,Cycadopsida,Cycadales,<NA>,Eucommiidites,1,PBDB
1137285,Ephedripites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Ginkgophyta,Ginkgoopsida,Ephedrales,<NA>,Ephedripites,1,PBDB
1137286,Ephedripites costaliferous,species,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Ginkgophyta,Ginkgoopsida,Ephedrales,<NA>,Ephedripites,1,PBDB
1137287,Ephedripites montanaensis,species,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Ginkgophyta,Ginkgoopsida,Ephedrales,<NA>,Ephedripites,1,PBDB
1137288,Ephedripites pentacostatus,species,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Ginkgophyta,Ginkgoopsida,Ephedrales,<NA>,Ephedripites,1,PBDB
1137291,Ephedripites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Ginkgophyta,Ginkgoopsida,Ephedrales,<NA>,Ephedripites,1,PBDB
1137292,Ephedripites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Ginkgophyta,Ginkgoopsida,Ephedrales,<NA>,Ephedripites,1,PBDB
1137298,Retitricolpites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Magnoliophyta,<NA>,<NA>,<NA>,Retitricolpites,1,PBDB
1137312,Multiporopollenites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Magnoliophyta,<NA>,<NA>,<NA>,Multiporopollenites,1,PBDB
1137315,Liliacidites variegatus,species,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Angiospermae,<NA>,<NA>,Liliaceae,Liliacidites,1,PBDB
1137317,Reticulatasporites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,,,,,Reticulatasporites,1,
1137318,Cicatricosisporites australiensis,species,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1137319,Klukisporites variegatus,species,Late Albian,Cenomanian,106.3,93.9,-75.0,-7.0,PE,Loreto,Oriente,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Klukisporites,1,
1137320,Cyathidites minor,species,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Pteridophyta,Pteridopsida,<NA>,<NA>,Cyathidites,1,PBDB
1137321,Cyathidites minor,species,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Pteridophyta,Pteridopsida,<NA>,<NA>,Cyathidites,1,PBDB
1137322,Cyathidites minor,species,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Pteridophyta,Pteridopsida,<NA>,<NA>,Cyathidites,1,PBDB
1137323,Cyathidites minor,species,Late Albian,Cenomanian,106.3,93.9,-75.0,-7.0,PE,Loreto,Oriente,,Pteridophyta,Pteridopsida,<NA>,<NA>,Cyathidites,1,PBDB
1137324,Cyathidites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Pteridophyta,Pteridopsida,<NA>,<NA>,Cyathidites,1,PBDB
1137325,Cyathidites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Pteridophyta,Pteridopsida,<NA>,<NA>,Cyathidites,1,PBDB
1137326,Balmeisporites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Equisetophyta,Equisetopsida,<NA>,Araucariaceae,Balmeisporites,1,PBDB
1137334,Galeacornea clavis,species,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Gymnospermae,<NA>,<NA>,<NA>,Galeacornea,1,PBDB
1137335,Galeacornea causea,species,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Gymnospermae,<NA>,<NA>,<NA>,Galeacornea,1,PBDB
1137336,Galeacornea causea,species,Late Albian,Cenomanian,106.3,93.9,-75.0,-7.0,PE,Loreto,Oriente,,Gymnospermae,<NA>,<NA>,<NA>,Galeacornea,1,PBDB
1137337,Elaterosporites klaszi,species,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Gnetophyta,Gnetopsida,Gnetales,<NA>,Elaterosporites,1,PBDB
1137338,Elaterosporites klaszi,species,Late Albian,Cenomanian,106.3,93.9,-75.0,-7.0,PE,Loreto,Oriente,,Gnetophyta,Gnetopsida,Gnetales,<NA>,Elaterosporites,1,PBDB
1137339,Elaterosporites protensus,species,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Gnetophyta,Gnetopsida,Gnetales,<NA>,Elaterosporites,1,PBDB
1137340,Elaterosporites protensus,species,Late Albian,Cenomanian,106.3,93.9,-75.0,-7.0,PE,Loreto,Oriente,,Gnetophyta,Gnetopsida,Gnetales,<NA>,Elaterosporites,1,PBDB
1137341,Retimonocolpites peroreticulatus,species,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Angiospermae,<NA>,<NA>,<NA>,Retimonocolpites,1,PBDB
1137342,Classopollis torosus,species,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Equisetophyta,Equisetopsida,<NA>,Cheirolepidiaceae,Classopollis,1,PBDB
1137343,Classopollis torosus,species,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Equisetophyta,Equisetopsida,<NA>,Cheirolepidiaceae,Classopollis,1,PBDB
1137344,Classopollis torosus,species,Late Albian,Cenomanian,106.3,93.9,-75.0,-7.0,PE,Loreto,Oriente,,Equisetophyta,Equisetopsida,<NA>,Cheirolepidiaceae,Classopollis,1,PBDB
1137346,Araucariacites australis,species,Late Albian,Cenomanian,106.3,93.9,-75.0,-7.0,PE,Loreto,Oriente,,Equisetophyta,Equisetopsida,<NA>,Araucariaceae,Araucariacites,1,PBDB
1137349,Ephedripites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Ginkgophyta,Ginkgoopsida,Ephedrales,<NA>,Ephedripites,1,PBDB
1137350,Ephedripites,genus,Late Albian,Cenomanian,106.3,93.9,-75.0,-7.0,PE,Loreto,Oriente,,Ginkgophyta,Ginkgoopsida,Ephedrales,<NA>,Ephedripites,1,PBDB
1137351,Ephedripites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Ginkgophyta,Ginkgoopsida,Ephedrales,<NA>,Ephedripites,1,PBDB
1137352,Ephedripites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Ginkgophyta,Ginkgoopsida,Ephedrales,<NA>,Ephedripites,1,PBDB
1137353,Ephedripites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Ginkgophyta,Ginkgoopsida,Ephedrales,<NA>,Ephedripites,1,PBDB
1137354,Ephedripites,genus,Late Albian,Cenomanian,106.3,93.9,-75.0,-7.0,PE,Loreto,Oriente,,Ginkgophyta,Ginkgoopsida,Ephedrales,<NA>,Ephedripites,1,PBDB
1137355,Ephedripites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Ginkgophyta,Ginkgoopsida,Ephedrales,<NA>,Ephedripites,1,PBDB
1137356,Ephedripites,genus,Late Albian,Cenomanian,106.3,93.9,-75.0,-7.0,PE,Loreto,Oriente,,Ginkgophyta,Ginkgoopsida,Ephedrales,<NA>,Ephedripites,1,PBDB
1137357,Ephedripites costaliferous,species,Late Albian,Cenomanian,106.3,93.9,-75.0,-7.0,PE,Loreto,Oriente,,Ginkgophyta,Ginkgoopsida,Ephedrales,<NA>,Ephedripites,1,PBDB
1137358,Ephedripites montanaensis,species,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Ginkgophyta,Ginkgoopsida,Ephedrales,<NA>,Ephedripites,1,PBDB
1137359,Ephedripites pentacostatus,species,Late Albian,Cenomanian,106.3,93.9,-75.0,-7.0,PE,Loreto,Oriente,,Ginkgophyta,Ginkgoopsida,Ephedrales,<NA>,Ephedripites,1,PBDB
1137360,Ephedripites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Ginkgophyta,Ginkgoopsida,Ephedrales,<NA>,Ephedripites,1,PBDB
1137361,Ephedripites,genus,Late Albian,Cenomanian,106.3,93.9,-75.0,-7.0,PE,Loreto,Oriente,,Ginkgophyta,Ginkgoopsida,Ephedrales,<NA>,Ephedripites,1,PBDB
1137362,Ephedripites strigatus,species,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Ginkgophyta,Ginkgoopsida,Ephedrales,<NA>,Ephedripites,1,PBDB
1137363,Ephedripites strigatus,species,Late Albian,Cenomanian,106.3,93.9,-75.0,-7.0,PE,Loreto,Oriente,,Ginkgophyta,Ginkgoopsida,Ephedrales,<NA>,Ephedripites,1,PBDB
1137364,Ephedripites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Ginkgophyta,Ginkgoopsida,Ephedrales,<NA>,Ephedripites,1,PBDB
1137365,Ephedripites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Ginkgophyta,Ginkgoopsida,Ephedrales,<NA>,Ephedripites,1,PBDB
1137366,Ephedripites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Ginkgophyta,Ginkgoopsida,Ephedrales,<NA>,Ephedripites,1,PBDB
1137367,Steevesipollenites dayani,species,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Gnetophyta,Gnetopsida,Gnetales,<NA>,Steevesipollenites,1,PBDB
1137368,Steevesipollenites dayani,species,Late Albian,Cenomanian,106.3,93.9,-75.0,-7.0,PE,Loreto,Oriente,,Gnetophyta,Gnetopsida,Gnetales,<NA>,Steevesipollenites,1,PBDB
1137372,Retitricolpites,genus,Turonian,,93.9,89.8,-75.0,-7.0,PE,Loreto,Oriente,,Magnoliophyta,<NA>,<NA>,<NA>,Retitricolpites,1,PBDB
1137373,Retitricolpites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Magnoliophyta,<NA>,<NA>,<NA>,Retitricolpites,1,PBDB
1137374,Retitricolpites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Magnoliophyta,<NA>,<NA>,<NA>,Retitricolpites,1,PBDB
1137375,Retitricolpites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Magnoliophyta,<NA>,<NA>,<NA>,Retitricolpites,1,PBDB
1137376,Retitricolpites microreticulatus,species,Turonian,,93.9,89.8,-75.0,-7.0,PE,Loreto,Oriente,,Magnoliophyta,<NA>,<NA>,<NA>,Retitricolpites,1,PBDB
1137383,Tricolpites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Angiospermae,<NA>,Gunnerales,<NA>,Tricolpites,1,PBDB
1137384,Striatricolporites,genus,Turonian,,93.9,89.8,-75.0,-7.0,PE,Loreto,Oriente,,Spermatophyta,Magnoliopsida,<NA>,<NA>,Striatricolporites,1,PBDB
1137389,Proteacidites,genus,Turonian,,93.9,89.8,-75.0,-7.0,PE,Loreto,Oriente,,Angiospermae,<NA>,Proteales,Proteaceae,Proteacidites,1,PBDB
1137390,Triorites africaensis,species,Turonian,,93.9,89.8,-75.0,-7.0,PE,Loreto,Oriente,,Angiospermae,Dicotyledoneae,<NA>,<NA>,Triorites,1,PBDB
1137391,Triporopollenites,genus,Turonian,,93.9,89.8,-75.0,-7.0,PE,Loreto,Oriente,,Angiospermae,<NA>,Proteales,Proteaceae,Triporopollenites,1,PBDB
1137392,Multiporopollenites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Magnoliophyta,<NA>,<NA>,<NA>,Multiporopollenites,1,PBDB
1137393,Multiporopollenites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Magnoliophyta,<NA>,<NA>,<NA>,Multiporopollenites,1,PBDB
1137394,Multiporopollenites,genus,Turonian,,93.9,89.8,-75.0,-7.0,PE,Loreto,Oriente,,Magnoliophyta,<NA>,<NA>,<NA>,Multiporopollenites,1,PBDB
1137395,Auriculiidites reticulatus,species,Turonian,,93.9,89.8,-75.0,-7.0,PE,Loreto,Oriente,,Magnoliophyta,<NA>,<NA>,<NA>,Auriculiidites,1,PBDB
1137396,Liliacidites variegatus,species,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,Angiospermae,<NA>,<NA>,Liliaceae,Liliacidites,1,PBDB
1137397,Palmaepollenites labiatus,species,Turonian,,93.9,89.8,-75.0,-7.0,PE,Loreto,Oriente,,Angiospermae,<NA>,<NA>,Arecaceae,Palmaepollenites,1,PBDB
1137398,Reticulatasporites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,,,,,Reticulatasporites,1,
1137399,Reticulatasporites,genus,Albian,,113.2,100.5,-75.0,-7.0,PE,Loreto,Oriente,,,,,,Reticulatasporites,1,
1137586,Cicatricosisporites orbiculatus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1137587,Crybelosporites pannuceus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,<NA>,Marsileaceae,Crybelosporites,1,PBDB
1137588,Deltoidospora minor,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Pteridopsida,<NA>,<NA>,Deltoidospora,1,PBDB
1137589,Gleicheniidites senonicus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,<NA>,Gleicheniaceae,Gleicheniidites,1,PBDB
1137590,Clavatipollenites hughesii,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Angiospermae,<NA>,Chloranthales,Chloranthaceae,Clavatipollenites,1,PBDB
1137591,Pennipollis peroreticulatus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Angiospermae,<NA>,Alismatales,<NA>,Pennipollis,1,PBDB
1137592,Pennipollis reticulatus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Angiospermae,<NA>,Alismatales,<NA>,Pennipollis,1,PBDB
1137593,Araucariacites australis,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Equisetophyta,Equisetopsida,<NA>,Araucariaceae,Araucariacites,1,PBDB
1137594,Eucommiidites,genus,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Cycadophyta,Cycadopsida,Cycadales,<NA>,Eucommiidites,1,PBDB
1137595,Sphaeripollenites,genus,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Equisetophyta,Equisetopsida,Cupressales,<NA>,Sphaeripollenites,1,PBDB
1137596,Classopollis torosus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Equisetophyta,Equisetopsida,<NA>,Cheirolepidiaceae,Classopollis,1,PBDB
1137597,Ephedripites,genus,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Ginkgophyta,Ginkgoopsida,Ephedrales,<NA>,Ephedripites,1,PBDB
1137598,Alaticolpites limai,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Gnetophyta,Gnetopsida,Gnetales,<NA>,Alaticolpites,1,PBDB
1137599,Afropollis jardinus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Angiospermae,<NA>,<NA>,<NA>,Afropollis,1,PBDB
1137600,Retimonocolpites variplicatus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Angiospermae,<NA>,<NA>,<NA>,Retimonocolpites,1,PBDB
1138025,Cicatricosisporites orbiculatus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138026,Cicatricosisporites orbiculatus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138027,Cicatricosisporites orbiculatus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138028,Cicatricosisporites orbiculatus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138029,Cicatricosisporites orbiculatus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138030,Cicatricosisporites orbiculatus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138031,Cicatricosisporites orbiculatus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138032,Cicatricosisporites orbiculatus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138033,Cicatricosisporites orbiculatus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138034,Cicatricosisporites orbiculatus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138035,Cicatricosisporites orbiculatus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138036,Cicatricosisporites orbiculatus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138037,Cicatricosisporites orbiculatus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138038,Cicatricosisporites orbiculatus,species,Late Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138039,Cicatricosisporites orbiculatus,species,Late Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138040,Cicatricosisporites orbiculatus,species,Late Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138041,Cicatricosisporites orbiculatus,species,Late Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138042,Cicatricosisporites orbiculatus,species,Late Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138043,Cicatricosisporites orbiculatus,species,Late Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138044,Cicatricosisporites orbiculatus,species,Late Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138045,Cicatricosisporites orbiculatus,species,Late Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138046,Cicatricosisporites orbiculatus,species,Late Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138047,Cicatricosisporites orbiculatus,species,Late Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138048,Cicatricosisporites orbiculatus,species,Late Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138049,Cicatricosisporites orbiculatus,species,Late Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138050,Cicatricosisporites orbiculatus,species,Late Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138051,Cicatricosisporites orbiculatus,species,Late Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138052,Cicatricosisporites orbiculatus,species,Late Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138053,Cicatricosisporites orbiculatus,species,Late Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138054,Cicatricosisporites orbiculatus,species,Late Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,1,
1138055,Crybelosporites pannuceus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,<NA>,Marsileaceae,Crybelosporites,1,PBDB
1138056,Crybelosporites pannuceus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,<NA>,Marsileaceae,Crybelosporites,1,PBDB
1138057,Crybelosporites pannuceus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,<NA>,Marsileaceae,Crybelosporites,1,PBDB
1138058,Crybelosporites pannuceus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,<NA>,Marsileaceae,Crybelosporites,1,PBDB
1138059,Crybelosporites pannuceus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,<NA>,Marsileaceae,Crybelosporites,1,PBDB
1138060,Crybelosporites pannuceus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,<NA>,Marsileaceae,Crybelosporites,1,PBDB
1138061,Crybelosporites pannuceus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,<NA>,Marsileaceae,Crybelosporites,1,PBDB
1138062,Crybelosporites pannuceus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,<NA>,Marsileaceae,Crybelosporites,1,PBDB
1138063,Crybelosporites pannuceus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,<NA>,Marsileaceae,Crybelosporites,1,PBDB
1138064,Crybelosporites pannuceus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,<NA>,Marsileaceae,Crybelosporites,1,PBDB
1138065,Crybelosporites pannuceus,species,Early Cenomanian,,100.5,93.9,28.0,31.0,EG,Western Desert,,,Pteridophyta,Polypodiopsida,<NA>,Marsileaceae,Crybelosporites,1,PBDB
