nome,rango,genere,famiglia,ordine,classe,phylum,origine_dataset,fonte_riempimento_tassonomia
Dichastopollenites ghazalatensis,species,Dichastopollenites,Nymphaeaceae,Nymphaeales,,Angiospermae,1,
Proteacidites africaensis,species,Proteacidites,Proteaceae,Proteales,,Angiospermae,1,
Matonisporites excavatus,species,Matonisporites,,,Pteridopsida,Pteridophyta,1,
Gleicheniidites apilobatus,species,Gleicheniidites,Gleicheniaceae,,Polypodiopsida,Pteridophyta,1,
Hymenophyllumsporites,genus,Hymenophyllumsporites,,,,,1,
Ischyosporites punctatus,species,Ischyosporites,,,Pteridopsida,Pteridophyta,1,
Apiculatisporis babsae,species,Apiculatisporis,,,,Pteridophyta,1,
Echinatisporis longechinus,species,Echinatisporis,,,Pteridopsida,Pteridophyta,1,
Foraminisporis dailyi,species,Foraminisporis,,,Equisetopsida,Equisetophyta,1,
Triplanosporites sinuosus,species,Triplanosporites,,,,Pteridophyta,1,
Tsugaepollenites dampieri,species,Callialasporites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Araucariacites limbatus,species,Araucariacites,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Ginkgocycadophytus nitidus,species,Ginkgocycadophytus,,,,,1,
Laricoidites,genus,Laricoidites,,,Gymnospermopsida,Tracheophyta,1,
Monosulcites epakros,species,Monosulcites,,,,Angiospermae,1,
Monosulcites chaloneri,species,Monosulcites,,,,Angiospermae,1,
Palmaepollenites,genus,Palmaepollenites,Arecaceae,,,Angiospermae,1,
Monosulcites (Palmidites),subgenus,Monosulcites (Palmidites),,,,Angiospermae,1,
Psilatricolpites psilatus,species,Psilatricolpites,,,,Magnoliophyta,1,
Retitricolpites georgensis,species,Retitricolpites,,,,Magnoliophyta,1,
Galeacornea,genus,Galeacornea,,,,Gymnospermae,1,
Auritulinasporites,genus,Auritulinasporites,,,,Pteridophyta,1,
Peromonolites,genus,Peromonolites,Blechnaceae,,Polypodiopsida,Pteridophyta,1,
Teixeiraea,genus,Teixeiraea,,Ranunculales,,Angiospermae,1,
Zuberia barrealensis,species,Zuberia,,,,,1,
Mesochara,genus,Mesochara,Characea,Charales,,Charophyta,1,
Peckisphaera verticillata,species,Peckisphaera,Characeae,Charales,,Charophyta,1,
Nodosoclavator,genus,Nodosoclavator,,,,Charophyta,1,
Auritulinasporites deltaformis,species,Auritulinasporites,,,,Pteridophyta,1,
Inaperturopollenites giganteus,species,Inaperturopollenites,,Cupressales,Equisetopsida,Equisetophyta,1,
Alisporites similis,species,Alisporites,,,,Gymnospermae,1,
Afropollis zonatus,species,Afropollis,,,,Angiospermae,1,
Echimonocolpites,genus,Echimonocolpites,,,Magnoliopsida,Spermatophyta,1,
Retimonocolpites saadii,species,Retimonocolpites,,,,Angiospermae,1,
Circulina parva,species,Circulina,,Coniferales,,Gymnospermae,1,
Leptolepidites psarosus,species,Leptolepidites,Blechnaceae,,Polypodiopsida,Pteridophyta,1,
Ephedripites ovalis,species,Ephedripites,,Ephedrales,Ginkgoopsida,Ginkgophyta,1,
Appendicisporites potomacensis,species,Appendicisporites,,Schizaeales,Polypodiopsida,Pteridophyta,1,
Appendicisporites giganticus,species,Appendicisporites,,Schizaeales,Polypodiopsida,Pteridophyta,1,
Trilobosporites laevigatus,species,Trilobosporites,,,,Pteridophyta,1,
Stellatopollis barghoornii,species,Stellatopollis,,,,Angiospermae,1,
Ephedripites irregularis,species,Ephedripites,,Ephedrales,Ginkgoopsida,Ginkgophyta,1,
Sofrepites,genus,Sofrepites,,,,Gymnospermae,1,
Striatopollis trochuensis,species,Striatopollis,,,Magnoliopsida,Spermatophyta,1,
Rousea delicipollis,species,Rousea,,,Magnoliopsida,Spermatophyta,1,
Equisetosporites ambiguus,species,Equisetosporites,,Ephedrales,Ginkgoopsida,Ginkgophyta,1,
Cretacaeiporites mullerii,species,Cretacaeiporites,Trimeniaceae,Austrobaileyales,,Angiospermae,1,
Foveotricolpites,genus,Foveotricolpites,,,,Magnoliophyta,1,
Gemmatricolpites,genus,Gemmatricolpites,,,Magnoliopsida,Spermatophyta,1,
Papillopollis vancampoae,species,Papillopollis,,,,Angiospermae,1,
Syncolporites,genus,Syncolporites,Loranthaceae,Santalales,,Angiospermae,1,
Kyrtomisporis,genus,Kyrtomisporis,,,Pteridopsida,Pteridophyta,1,
Camptotriletes,genus,Camptotriletes,,,,,1,
Elaterocolpites castelaini,species,Elaterocolpites,,Gnetales,Gnetopsida,Gnetophyta,1,
Stephanocolpites,genus,Stephanocolpites,,,Dicotyledoneae,Angiospermae,1,
Triporites,genus,Triporites,,,,Magnoliophyta,1,
Hexaporotricolpites lamellaferus,species,Hexaporotricolpites,Didymelaceae,Buxales,,Angiospermae,1,
Retitriporites,genus,Retitriporites,,,,,1,
Steevesipollenites multilineatus,species,Steevesipollenites,,Gnetales,Gnetopsida,Gnetophyta,1,
Reticulatasporites,genus,Reticulatasporites,,,,,1,
Triorites,genus,Triorites,,,Dicotyledoneae,Angiospermae,1,
Echitriporites,genus,Echitriporites,Proteaceae,Proteales,,Angiospermae,1,
Crassitriapertites,genus,Crassitriapertites,,,,Magnoliophyta,1,
Striatricolporites,genus,Striatricolporites,,,Magnoliopsida,Spermatophyta,1,
Crassitricolporites brasiliensis,species,Crassitricolporites,,,,Magnoliophyta,1,
Hexaporotricolpites,genus,Hexaporotricolpites,Didymelaceae,Buxales,,Angiospermae,1,
Psilastephanocolporites,genus,Psilastephanocolporites,,,,Magnoliophyta,1,
Buttinia andreevi,species,Buttinia,,Buxales,,Angiospermae,1,
Alisporites alimentosus,species,Alisporites,,,,Gymnospermae,1,
Palmoxylon,genus,Palmoxylon,Arecaceae,,,Angiospermae,1,
Reticulisporites,genus,Reticulisporites,,,Lycopsida,Pteridophyta,1,
Elaterocolpites castelainii,species,Elaterocolpites,,Gnetales,Gnetopsida,Gnetophyta,1,
Gabonisporis,genus,Gabonisporis,Marsileaceae,,Polypodiopsida,Pteridophyta,1,
Gnetaceaepollenites,genus,Gnetaceaepollenites,,,,Gymnospermae,1,
Tricolporoidites,genus,Tricolporoidites,,,,Magnoliophyta,1,
Cycadopites ovatus,species,Cycadopites,,,,Cycadophyta,1,
Osmundacidites wellmani,species,Osmundacidites,,,Pteridopsida,Pteridophyta,1,
Corrugatisporites,genus,Corrugatisporites,,,,,1,
Multiporopollenites,genus,Multiporopollenites,,,,Magnoliophyta,1,
Tricolpites gigantoreticulatus,species,Tricolpites,,Gunnerales,,Angiospermae,1,
Tricolpites microstriatus,species,Tricolpites,,Gunnerales,,Angiospermae,1,
Tricolpites giganteus,species,Tricolpites,,Gunnerales,,Angiospermae,1,
Monocolpopollenites spheroidites,species,Monocolpopollenites,,,,Magnoliophyta,1,
Monocolpopollenites,genus,Monocolpopollenites,,,,Magnoliophyta,1,
Tricolpites synstriatus,species,Tricolpites,,Gunnerales,,Angiospermae,1,
Diporites,genus,Diporites,,,,,1,
Graminidites,genus,Graminidites,Poaceae,Poales,,Angiospermae,1,
Aquilapollenites minimus,species,Aquilapollenites,,,,Magnoliophyta,1,
Cingutriletes,genus,Cingutriletes,,,,Bryophyta,1,
Interulobites,genus,Interulobites,,,,Bryophyta,1,
Matonisporites crassiangulatus,species,Matonisporites,,,Pteridopsida,Pteridophyta,1,
Psilatriletes radiatus,species,Psilatriletes,,,,Pteridophyta,1,
Rotverrusporites,genus,Rotverrusporites,Osmundaceae,,Polypodiopsida,Pteridophyta,1,
Cycadopites glottus,species,Cycadopites,,,,Cycadophyta,1,
Exesipollenites scabratus,species,Exesipollenites,,,,Gymnospermae,1,
Clavatipollenites tenellis,species,Clavatipollenites,Chloranthaceae,Chloranthales,,Angiospermae,1,
Dryadopollis argus,species,Dryadopollis,,,,Magnoliophyta,1,
Dryadopollis inconspicuus,species,Dryadopollis,,,,Magnoliophyta,1,
Dryadopollis,genus,Dryadopollis,,,,Magnoliophyta,1,
Penetetrapites mollis,species,Penetetrapites,,,,Magnoliophyta,1,
Phimopollenites augathallaensis,species,Phimopollenites,,,,Magnoliophyta,1,
Phimopollenites,genus,Phimopollenites,,,,Magnoliophyta,1,
Quadricolpites reticulatus,species,Quadricolpites,,,Dicotyledoneae,Angiospermae,1,
Retitricolpites virgeus,species,Retitricolpites,,,,Magnoliophyta,1,
Striatopollis dubius,species,Striatopollis,,,Magnoliopsida,Spermatophyta,1,
Tricolpites crassimurus,species,Tricolpites,,Gunnerales,,Angiospermae,1,
Tricolpites variabilis,species,Tricolpites,,Gunnerales,,Angiospermae,1,
Gnetaceaepollenites diversus,species,Gnetaceaepollenites,,,,Gymnospermae,1,
Hexaporotricolpites potoniei,species,Hexaporotricolpites,Didymelaceae,Buxales,,Angiospermae,1,
Gnetaceaepollenites clathratus,species,Gnetaceaepollenites,,,,Gymnospermae,1,
Cretacaeiporites,genus,Cretacaeiporites,Trimeniaceae,Austrobaileyales,,Angiospermae,1,
Cretacaeiporites muellerii,species,Cretacaeiporites,Trimeniaceae,Austrobaileyales,,Angiospermae,1,
Pennipollis,genus,Pennipollis,,Alismatales,,Angiospermae,1,
Psilatricolpites tetradus,species,Psilatricolpites,,,,Magnoliophyta,1,
Retimonocolpites microreticulatus,species,Retimonocolpites,,,,Angiospermae,1,
Retitricolpites microreticulatus,species,Retitricolpites,,,,Magnoliophyta,1,
Stellatopollis limai,species,Stellatopollis,,,,Angiospermae,1,
Tricolpites pachyexinus,species,Tricolpites,,Gunnerales,,Angiospermae,1,
Ephedripites montanaensis,species,Ephedripites,,Ephedrales,Ginkgoopsida,Ginkgophyta,1,
Ephedripites pentacostatus,species,Ephedripites,,Ephedrales,Ginkgoopsida,Ginkgophyta,1,
Ephedripites strigatus,species,Ephedripites,,Ephedrales,Ginkgoopsida,Ginkgophyta,1,
Gnetaceaepollenites barghoornii,species,Gnetaceaepollenites,,,,Gymnospermae,1,
Gnetaceaepollenites oreadis,species,Gnetaceaepollenites,,,,Gymnospermae,1,
Biretisporites potoniei,species,Biretisporites,,,Polypodiopsida,Pteridophyta,1,
Foraminisporis wonthaggiensis,species,Foraminisporis,,,Equisetopsida,Equisetophyta,1,
Ischyosporites variegatus,species,Ischyosporites,,,Pteridopsida,Pteridophyta,1,
Psilatriletes lobatus,species,Psilatriletes,,,,Pteridophyta,1,
Punctatosporites scabratus,species,Punctatosporites,,,Polypodiopsida,Pteridophyta,1,
Ruffordiaspora australiensis,species,Ruffordiaspora,,Schizaeales,Polypodiopsida,Pteridophyta,1,
Anisoporella,genus,Anisoporella,,Dasycladales,Chlorophyceae,Chlorophyta,1,
Leiotriletes leiodorogensis,species,Leiotriletes,,,Pteridopsida,Pteridophyta,1,
Ephedripites dudarensis,species,Ephedripites,,Ephedrales,Ginkgoopsida,Ginkgophyta,1,
Tricolpites albiensis,species,Tricolpites,,Gunnerales,,Angiospermae,1,
Concavisporites sinuatus,species,Concavisporites,,,,Pteridophyta,1,
Cingulatisporites floridus,species,Cingulatisporites,,,Pteridopsida,Pteridophyta,1,
Cyclusphaera,genus,Cyclusphaera,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Balmeisporites auriculatus,species,Balmeisporites,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Singhia,genus,Singhia,,,Gymnospermopsida,Tracheophyta,1,
Ephedripites costaliferous,species,Ephedripites,,Ephedrales,Ginkgoopsida,Ginkgophyta,1,
Steevesipollenites dayani,species,Steevesipollenites,,Gnetales,Gnetopsida,Gnetophyta,1,
Palmaepollenites labiatus,species,Palmaepollenites,Arecaceae,,,Angiospermae,1,
Alaticolpites limai,species,Alaticolpites,,Gnetales,Gnetopsida,Gnetophyta,1,
Echitriporites irregularis,species,Echitriporites,Proteaceae,Proteales,,Angiospermae,1,
Gemmamonocolpites,genus,Gemmamonocolpites,,,Magnoliopsida,Spermatophyta,1,
Periretisyncolpites giganteus,species,Periretisyncolpites,,,Magnoliopsida,Spermatophyta,1,
Gnetaceaepollenites fissuratus,species,Gnetaceaepollenites,,,,Gymnospermae,1,
Stellatopollis densiornatus,species,Stellatopollis,,,,Angiospermae,1,
Microfoveolatosporis,genus,Microfoveolatosporis,,,,Pteridophyta,1,
Camarozonosporites,genus,Camarozonosporites,,Selaginellales,Lycopodiopsida,Lycopodiophyta,1,
Araucariacites hungaricus,species,Araucariacites,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Dichastopollenites,genus,Dichastopollenites,Nymphaeaceae,Nymphaeales,,Angiospermae,1,
Thyrsoporella,genus,Thyrsoporella,,Dasycladales,Chlorophyceae,Chlorophyta,1,
Elianella elegans,species,Elianella,Solenoporaceae,,Rhodophyceae,Rhodophyta,1,
Parachaetetes asvapatii,species,Parachaetetes,Solenoporaceae,,Rhodophyceae,Rhodophyta,1,
Cordilites,genus,Cordilites,Solenoporaceae,,Rhodophyceae,Rhodophyta,1,
Angioporella,genus,Angioporella,,Dasycladales,Chlorophyceae,Chlorophyta,1,
Pseudoactinoporella,genus,Pseudoactinoporella,,Dasycladales,Chlorophyceae,Chlorophyta,1,
Carpathocodium anae,species,Carpathocodium,,Caulerpales,Bryopsidophyceae,Chlorophyta,1,
Palaeosiphonium convolvens,species,Palaeosiphonium,,Caulerpales,Bryopsidophyceae,Chlorophyta,1,
Permocalculus dragastani,species,Permocalculus,Gymnocodiaceae,,Rhodophyceae,Rhodophyta,1,
Archaeolithothamnium batalleri,species,Archaeolithothamnium,,Corallinales,Florideophyceae,Rhodophyta,1,
Diversocallis undulatus,species,Diversocallis,Gymnocodiaceae,,Rhodophyceae,Rhodophyta,1,
Goniolina,genus,Goniolina,,Dasycladales,Chlorophyceae,Chlorophyta,1,
Equisetosporites evidens,species,Equisetosporites,,Ephedrales,Ginkgoopsida,Ginkgophyta,1,
Fraxinoipollenites fragilis,species,Fraxinoipollenites,,,,Magnoliophyta,1,
Verrutricolpites,genus,Verrutricolpites,,,,Magnoliophyta,1,
Cyclusphaera psilata,species,Cyclusphaera,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Singhia montanaensis,species,Singhia,,,Gymnospermopsida,Tracheophyta,1,
Asteropollis asteroides,species,Asteropollis,,,,Magnoliophyta,1,
Asteropollis transitorius,species,Asteropollis,,,,Magnoliophyta,1,
Leptolepidites irregularis,species,Leptolepidites,Blechnaceae,,Polypodiopsida,Pteridophyta,1,
Couperisporites lilianae,species,Couperisporites,,,,Bryophyta,1,
Foraminisporis asymmetricus,species,Foraminisporis,,,Equisetopsida,Equisetophyta,1,
Densoisporites corrugatus,species,Densoisporites,,Selaginellales,Lycopodiopsida,Lycopodiophyta,1,
Interulobites triangularis,species,Interulobites,,,,Bryophyta,1,
Retitriletes boqueroense,species,Retitriletes,,Lycopodiales,Lycopodiopsida,Lycopodiophyta,1,
Ruffordiaspora ticoensis,species,Ruffordiaspora,,Schizaeales,Polypodiopsida,Pteridophyta,1,
Ruffordiaspora,genus,Ruffordiaspora,,Schizaeales,Polypodiopsida,Pteridophyta,1,
Cyclusphaera radiata,species,Cyclusphaera,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Gamerroites volkheimeri,species,Gamerroites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Aequitriradites superspinulosus,species,Aequitriradites,,Sphaerocarpales,Marchantiopsida,Marchantiophyta,1,
Crybelosporites berberioides,species,Crybelosporites,Marsileaceae,,Polypodiopsida,Pteridophyta,1,
Appendicisporites pschekhaensis,species,Appendicisporites,,Schizaeales,Polypodiopsida,Pteridophyta,1,
Baculatisporites kachaikensis,species,Baculatisporites,Osmundaceae,,Polypodiopsida,Pteridophyta,1,
Ceratosporites,genus,Ceratosporites,,Selaginellales,Lycopodiopsida,Lycopodiophyta,1,
Dictyotosporites complex,species,Dictyotosporites,,Lycopodiales,Lycopodiopsida,Lycopodiophyta,1,
Muricingulisporis annulatus,species,Muricingulisporis,,,,Pteridophyta,1,
Nodosisporites crenimurus,species,Nodosisporites,,Schizaeales,Polypodiopsida,Pteridophyta,1,
Ornamentifera tuberculata,species,Ornamentifera,Gleicheniaceae,,Polypodiopsida,Pteridophyta,1,
Ruffordiaspora ludbrookiae,species,Ruffordiaspora,,Schizaeales,Polypodiopsida,Pteridophyta,1,
Verrucosisporites varians,species,Verrucosisporites,,,Polypodiopsida,Pteridophyta,1,
Podocarpidites marwickii,species,Podocarpidites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Podocarpidites canadensis,species,Podocarpidites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Podocarpidites parviauriculatus,species,Podocarpidites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Podocarpidites vestitus,species,Podocarpidites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Trisaccites microsaccatus,species,Trisaccites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Appendicisporites unicus,species,Appendicisporites,,Schizaeales,Polypodiopsida,Pteridophyta,1,
Clavifera,genus,Clavifera,Gleicheniaceae,,Polypodiopsida,Pteridophyta,1,
Gleicheniidites serratus,species,Gleicheniidites,Gleicheniaceae,,Polypodiopsida,Pteridophyta,1,
Interulobites pseudoreticulatus,species,Interulobites,,,,Bryophyta,1,
Nodosisporites macrobaculatus,species,Nodosisporites,,Schizaeales,Polypodiopsida,Pteridophyta,1,
Gamerroites psilasaccus,species,Gamerroites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Podocarpidites otagoensis,species,Podocarpidites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Podocarpidites verrucosus,species,Podocarpidites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Microcachryidites antarcticus,species,Microcachryidites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Podocarpidites elegans,species,Podocarpidites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Arecipites minutiscabratus,species,Arecipites,Arecaceae,,,Angiospermae,1,
Ilexpollenites clifdenensis,species,Ilexpollenites,Aquifoliaceae,Aquifoliales,,Angiospermae,1,
Lewalanipollis senectus,species,Lewalanipollis,Proteaceae,Proteales,,Angiospermae,1,
Liliacidites regularis,species,Liliacidites,Liliaceae,,,Angiospermae,1,
Longapertites vaneendenburgi,species,Longapertites,Arecaceae,,,Angiospermae,1,
Peninsulapollis truswelliae,species,Peninsulapollis,,Proteales,,Angiospermae,1,
Peninsulapollis gillii,species,Peninsulapollis,,Proteales,,Angiospermae,1,
Propylipollis ambiguus,species,Propylipollis,Proteaceae,Proteales,,Angiospermae,1,
Proteacidites angulatus,species,Proteacidites,Proteaceae,Proteales,,Angiospermae,1,
Sparganiaceaepollenites,genus,Sparganiaceaepollenites,Typhaceae,Poales,,Angiospermae,1,
Triatriopollenites lateflexus,species,Triatriopollenites,,Proteales,,Angiospermae,1,
Triatriopollenites bertelsii,species,Triatriopollenites,,Proteales,,Angiospermae,1,
Triporopollenites minor,species,Triporopollenites,Proteaceae,Proteales,,Angiospermae,1,
Cyathidites patagonicus,species,Cyathidites,,,Pteridopsida,Pteridophyta,1,
Foveosporites foveoreticulatus,species,Foveosporites,,Selaginellales,Lycopodiopsida,Lycopodiophyta,1,
Lusatisporis,genus,Lusatisporis,,,,Embryophyta,1,
Nodosisporites,genus,Nodosisporites,,Schizaeales,Polypodiopsida,Pteridophyta,1,
Ornamentifera,genus,Ornamentifera,Gleicheniaceae,,Polypodiopsida,Pteridophyta,1,
Retitriletes eminulus,species,Retitriletes,,Lycopodiales,Lycopodiopsida,Lycopodiophyta,1,
Ruffordiaspora cardielensis,species,Ruffordiaspora,,Schizaeales,Polypodiopsida,Pteridophyta,1,
Podocarpidites parviauriculata,species,Podocarpidites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Trichotomosulcites microsaccatus,species,Trichotomosulcites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Proxapertites,genus,Proxapertites,Araceae,,,Angiospermae,1,
Spinizonocolpites,genus,Spinizonocolpites,Arecaceae,,,Angiospermae,1,
Arcellites humilis,species,Arcellites,,Marsileales,Pteridopsida,Pteridophyta,1,
Arcellites pentagonalis,species,Arcellites,,Marsileales,Pteridopsida,Pteridophyta,1,
Arcellites santaecrucensis,species,Arcellites,,Marsileales,Pteridopsida,Pteridophyta,1,
Cardioangulina elongata,species,Cardioangulina,,,,Pteridophyta,1,
Concavissimisporites crassatus,species,Concavissimisporites,,,,Embryophyta,1,
Concavissimisporites granulosus,species,Concavissimisporites,,,,Embryophyta,1,
Crybelosporites punctatus,species,Crybelosporites,Marsileaceae,,Polypodiopsida,Pteridophyta,1,
Erlansonisporites verrucatus,species,Erlansonisporites,,,,Lycophyta,1,
Minerisporites aequatus,species,Minerisporites,,Isoetales,Lycopodiopsida,Lycopodiophyta,1,
Plicatella baqueroensis,species,Plicatella,,Schizaeales,Polypodiopsida,Pteridophyta,1,
Plicatella pseudotripartita,species,Plicatella,,Schizaeales,Polypodiopsida,Pteridophyta,1,
Ruffordiaspora crassiterminatus,species,Ruffordiaspora,,Schizaeales,Polypodiopsida,Pteridophyta,1,
Striatriletes areolatus,species,Striatriletes,,,,,1,
Gamerroites,genus,Gamerroites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Monosaccites,genus,Monosaccites,,,,,1,
Podocarpidites futa,species,Podocarpidites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Ischyosporites volkheimeri,species,Ischyosporites,,,Pteridopsida,Pteridophyta,1,
Rouseisporites reticulatus,species,Zlivisporis,,,Hepaticae,Bryophyta,1,
Trisaccites microsaccatum,species,Trisaccites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Nyssapollenites squamosus,species,Nyssapollenites,,,,Magnoliophyta,1,
Rhoipites minusculus,species,Rhoipites,,,Magnoliopsida,Spermatophyta,1,
Spinizonocolpites hialinus,species,Spinizonocolpites,Arecaceae,,,Angiospermae,1,
Retidiporites camachoii,species,Retidiporites,,Proteales,,Angiospermae,1,
Rhoipites,genus,Rhoipites,,,Magnoliopsida,Spermatophyta,1,
Rousea patagonica,species,Rousea,,,Magnoliopsida,Spermatophyta,1,
Senipites,genus,Senipites,,,Magnoliopsida,Spermatophyta,1,
Endressinia brasiliana,species,Endressinia,,Magnoliales,,Angiospermae,1,
Ephedripites caichiguensis,species,Ephedripites,,Ephedrales,Ginkgoopsida,Ginkgophyta,1,
Liliacidites vermireticulatus,species,Liliacidites,Liliaceae,,,Angiospermae,1,
Phrixipollenites otagoensis,species,Phrixipollenites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Deltoidospora australis,species,Deltoidospora,,,Pteridopsida,Pteridophyta,1,
Verrucosisporites major,species,Verrucosisporites,,,Polypodiopsida,Pteridophyta,1,
Ceratosporites setosus,species,Ceratosporites,,Selaginellales,Lycopodiopsida,Lycopodiophyta,1,
Interulobites variabilis,species,Interulobites,,,,Bryophyta,1,
Muricingulisporis,genus,Muricingulisporis,,,,Pteridophyta,1,
Appendicisporites distocarinatus,species,Appendicisporites,,Schizaeales,Polypodiopsida,Pteridophyta,1,
