occurrence_no,collection_no,accepted_name,accepted_rank,early_interval,late_interval,max_ma,min_ma,lat,lng,cc,state,formation,geological_group,phylum,class,order,family,genus,mid_ma,period_group,has_valid_coords,dataset_type,continente,order_raggruppato,categoria,possibile_aviano_residuo
1139412,145180,Algae,class,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,,Algae,,,,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139413,145180,Aequitriradites acusus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Marchantiophyta,Marchantiopsida,Sphaerocarpales,,Aequitriradites,119.485,Cretaceo,True,Plantae,Africa,Altro,Altro/Non Classificato,False
1139414,145180,Appendicisporites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Polypodiopsida,Schizaeales,,Appendicisporites,119.485,Cretaceo,True,Plantae,Africa,Schizaeales,Pianta,False
1139415,145180,Cicatricosisporites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Polypodiopsida,Schizaeales,Schizaeaceae,Cicatricosisporites,119.485,Cretaceo,True,Plantae,Africa,Schizaeales,Pianta,False
1139416,145180,Concavissimisporites punctatus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Embryophyta,,,,Concavissimisporites,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139417,145180,Concavissimisporites variverrucatus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Embryophyta,,,,Concavissimisporites,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139418,145180,Crybelosporites pannuceus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Polypodiopsida,,Marsileaceae,Crybelosporites,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139419,145180,Deltoidospora diaphana,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Pteridopsida,,,Deltoidospora,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139420,145180,Echinatisporis varispinosus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Pteridopsida,,,Echinatisporis,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139421,145180,Pilosisporites trichopapillosus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,,,,Pilosisporites,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139422,145180,Retitriletes,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Lycopodiophyta,Lycopodiopsida,Lycopodiales,,Retitriletes,119.485,Cretaceo,True,Plantae,Africa,Altro,Altro/Non Classificato,False
1139423,145180,Verrucosisporites obscurilaesuratus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Polypodiopsida,,,Verrucosisporites,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139424,145180,Verrucosisporites rotundus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Pteridophyta,Polypodiopsida,,,Verrucosisporites,119.485,Cretaceo,True,Plantae,Africa,,Pianta,False
1139425,145180,Araucariacites australis,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Equisetophyta,Equisetopsida,,Araucariaceae,Araucariacites,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139426,145180,Classopollis,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Equisetophyta,Equisetopsida,,Cheirolepidiaceae,Classopollis,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139427,145180,Ephedripites jansonii,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Ginkgophyta,Ginkgoopsida,Ephedrales,,Ephedripites,119.485,Cretaceo,True,Plantae,Africa,Ephedrales,Altro/Non Classificato,False
1139428,145180,Ephedripites multicostatus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Ginkgophyta,Ginkgoopsida,Ephedrales,,Ephedripites,119.485,Cretaceo,True,Plantae,Africa,Ephedrales,Altro/Non Classificato,False
1139429,145180,Ephedripites,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Ginkgophyta,Ginkgoopsida,Ephedrales,,Ephedripites,119.485,Cretaceo,True,Plantae,Africa,Ephedrales,Altro/Non Classificato,False
1139430,145180,Ephedripites strigatus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Ginkgophyta,Ginkgoopsida,Ephedrales,,Ephedripites,119.485,Cretaceo,True,Plantae,Africa,Ephedrales,Altro/Non Classificato,False
1139431,145180,Steevesipollenites sinuosus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Gnetophyta,Gnetopsida,Gnetales,,Steevesipollenites,119.485,Cretaceo,True,Plantae,Africa,Altro,Altro/Non Classificato,False
1139432,145180,Afropollis zonatus,species,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Angiospermae,,,,Afropollis,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1139433,145180,Stellatopollis,genus,Barremian,Aptian,125.77,113.2,11.033333,27.74,SD,West Kurdufan,Abu Gabra,,Angiospermae,,,,Stellatopollis,119.485,Cretaceo,True,Plantae,Africa,,Altro/Non Classificato,False
1145159,145807,Lithothamnion,genus,Maastrichtian,,72.2,66.0,44.566666,-0.583333,FR,,,,Rhodophyta,Florideophyceae,Hapalidiales,Lithothamniacae,Lithothamnion,69.1,Cretaceo,True,Plantae,Europa,Altro,Altro/Non Classificato,False
1145160,145808,Boueina,genus,Senonian,,100.5,66.0,44.733334,-0.35,FR,,,,Chlorophyta,Ulvophyceae,Bryopsidales,Halimedaceae,Boueina,83.25,Cretaceo,True,Plantae,Europa,Altro,Altro/Non Classificato,False
1145162,145808,Neomeris,genus,Senonian,,100.5,66.0,44.733334,-0.35,FR,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Neomeris,83.25,Cretaceo,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1145163,145808,Thyrsoporella,genus,Senonian,,100.5,66.0,44.733334,-0.35,FR,,,,Chlorophyta,Chlorophyceae,Dasycladales,,Thyrsoporella,83.25,Cretaceo,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1145173,145809,Lithophyllum,genus,Maastrichtian,,72.2,66.0,44.733334,-0.35,FR,,,,Rhodophyta,Florideophyceae,Corallinales,Lithophyllaceae,Lithophyllum,69.1,Cretaceo,True,Plantae,Europa,Altro,Altro/Non Classificato,False
1145174,145809,Archaeolithothamnium,genus,Maastrichtian,,72.2,66.0,44.733334,-0.35,FR,,,,Rhodophyta,Florideophyceae,Corallinales,,Archaeolithothamnium,69.1,Cretaceo,True,Plantae,Europa,Altro,Altro/Non Classificato,False
1145175,145809,Lithoporella,genus,Maastrichtian,,72.2,66.0,44.733334,-0.35,FR,,,,Rhodophyta,Florideophyceae,Corallinales,Hydrolithaceae,Lithoporella,69.1,Cretaceo,True,Plantae,Europa,Altro,Altro/Non Classificato,False
1145176,145809,Polystrata alba,species,Maastrichtian,,72.2,66.0,44.733334,-0.35,FR,,,,Rhodophyta,Florideophyceae,Peyssonneliales,Peyssonneliaceae,Polystrata,69.1,Cretaceo,True,Plantae,Europa,Altro,Altro/Non Classificato,False
1145177,145809,Paraphyllum amphiroaeforme,species,Maastrichtian,,72.2,66.0,44.733334,-0.35,FR,,,,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Paraphyllum,69.1,Cretaceo,True,Plantae,Europa,Altro,Altro/Non Classificato,False
1145178,145809,Mesophyllum,genus,Maastrichtian,,72.2,66.0,44.733334,-0.35,FR,,,,Rhodophyta,Florideophyceae,Hapalidiales,Mesophyllaceae,Mesophyllum,69.1,Cretaceo,True,Plantae,Europa,Altro,Altro/Non Classificato,False
1145199,145812,Cylindroporella sugdeni,species,Early Albian,,113.2,110.1,38.799999,-9.466667,PT,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Cylindroporella,111.65,Cretaceo,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1145200,145812,Neomeris cretacea,species,Early Albian,,113.2,110.1,38.799999,-9.466667,PT,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Neomeris,111.65,Cretaceo,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1145201,145812,Lithophyllum,genus,Early Albian,,113.2,110.1,38.799999,-9.466667,PT,,,,Rhodophyta,Florideophyceae,Corallinales,Lithophyllaceae,Lithophyllum,111.65,Cretaceo,True,Plantae,Europa,Altro,Altro/Non Classificato,False
1145210,145814,Heteroporella lepina,species,Late Albian,,106.3,100.5,38.799999,-9.466667,PT,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Heteroporella,103.4,Cretaceo,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1145211,145814,Neomeris cretacea,species,Late Albian,,106.3,100.5,38.799999,-9.466667,PT,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Neomeris,103.4,Cretaceo,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1145212,145814,Lithophyllum,genus,Late Albian,,106.3,100.5,38.799999,-9.466667,PT,,,,Rhodophyta,Florideophyceae,Corallinales,Lithophyllaceae,Lithophyllum,103.4,Cretaceo,True,Plantae,Europa,Altro,Altro/Non Classificato,False
1145218,145814,Salpingoporella,genus,Late Albian,,106.3,100.5,38.799999,-9.466667,PT,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Salpingoporella,103.4,Cretaceo,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1145226,145815,Heteroporella lepina,species,Late Albian,,106.3,100.5,38.799999,-9.466667,PT,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Heteroporella,103.4,Cretaceo,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1145227,145815,Salpingoporella,genus,Late Albian,,106.3,100.5,38.799999,-9.466667,PT,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Salpingoporella,103.4,Cretaceo,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1145228,145815,Neomeris cretacea,species,Late Albian,,106.3,100.5,38.799999,-9.466667,PT,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Neomeris,103.4,Cretaceo,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1145533,145815,Cylindroporella barnesii,species,Late Albian,,106.3,100.5,38.799999,-9.466667,PT,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Cylindroporella,103.4,Cretaceo,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1145549,145896,Salpingoporella,genus,Late Albian,Early Cenomanian,106.3,93.9,38.799999,-9.466667,PT,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Salpingoporella,100.1,Cretaceo,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1145550,145896,Salpingoporella,genus,Late Albian,Early Cenomanian,106.3,93.9,38.799999,-9.466667,PT,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Salpingoporella,100.1,Cretaceo,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1145551,145896,Neomeris cretacea,species,Late Albian,Early Cenomanian,106.3,93.9,38.799999,-9.466667,PT,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Neomeris,100.1,Cretaceo,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1145553,145812,Heteroporella lepina,species,Early Albian,,113.2,110.1,38.799999,-9.466667,PT,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Heteroporella,111.65,Cretaceo,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1145558,145896,Cylindroporella barnesii,species,Late Albian,Early Cenomanian,106.3,93.9,38.799999,-9.466667,PT,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Cylindroporella,100.1,Cretaceo,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1145565,145814,Cylindroporella barnesii,species,Late Albian,,106.3,100.5,38.799999,-9.466667,PT,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Cylindroporella,103.4,Cretaceo,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1146528,146036,Dasycladaceae,family,Late Cretaceous,,100.5,66.0,29.266666,61.549999,PK,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,,83.25,Cretaceo,True,Plantae,Asia,Dasycladales,Altro/Non Classificato,False
1147234,146232,Salpingoporella,genus,Early Aptian,,121.4,119.57,46.950001,22.283333,RO,,Valea Magurii,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Salpingoporella,120.485,Cretaceo,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1147260,146235,Triploporella,genus,Early Aptian,,121.4,119.57,46.950001,22.283333,RO,,Valea Magurii,,Chlorophyta,Chlorophyceae,Dasycladales,Triploporellaceae,Triploporella,120.485,Cretaceo,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1147269,146235,Sporolithon,genus,Early Aptian,,121.4,119.57,46.950001,22.283333,RO,,Valea Magurii,,Rhodophyta,Florideophyceae,Sporolithales,Sporolithaceae,Sporolithon,120.485,Cretaceo,True,Plantae,Europa,Altro,Altro/Non Classificato,False
1147270,146235,Marinella lugeoni,species,Early Aptian,,121.4,119.57,46.950001,22.283333,RO,,Valea Magurii,,Rhodophyta,Rhodophyceae,,Solenoporaceae,Marinella,120.485,Cretaceo,True,Plantae,Europa,,Altro/Non Classificato,False
1147271,146235,Polystrata alba,species,Early Aptian,,121.4,119.57,46.950001,22.283333,RO,,Valea Magurii,,Rhodophyta,Florideophyceae,Peyssonneliales,Peyssonneliaceae,Polystrata,120.485,Cretaceo,True,Plantae,Europa,Altro,Altro/Non Classificato,False
1147298,146241,Marinella lugeoni,species,Early Aptian,,121.4,119.57,46.950001,22.283333,RO,,Varciorog,,Rhodophyta,Rhodophyceae,,Solenoporaceae,Marinella,120.485,Cretaceo,True,Plantae,Europa,,Altro/Non Classificato,False
1147311,146242,Corallinales,order,Early Aptian,,121.4,119.57,46.950001,22.283333,RO,,Varciorog,,Rhodophyta,Florideophyceae,Corallinales,,,120.485,Cretaceo,True,Plantae,Europa,Altro,Altro/Non Classificato,False
1147315,146242,Polystrata alba,species,Early Aptian,,121.4,119.57,46.950001,22.283333,RO,,Varciorog,,Rhodophyta,Florideophyceae,Peyssonneliales,Peyssonneliaceae,Polystrata,120.485,Cretaceo,True,Plantae,Europa,Altro,Altro/Non Classificato,False
1147327,146242,Sporolithon,genus,Early Aptian,,121.4,119.57,46.950001,22.283333,RO,,Varciorog,,Rhodophyta,Florideophyceae,Sporolithales,Sporolithaceae,Sporolithon,120.485,Cretaceo,True,Plantae,Europa,Altro,Altro/Non Classificato,False
1147330,146242,Marinella lugeoni,species,Early Aptian,,121.4,119.57,46.950001,22.283333,RO,,Varciorog,,Rhodophyta,Rhodophyceae,,Solenoporaceae,Marinella,120.485,Cretaceo,True,Plantae,Europa,,Altro/Non Classificato,False
1147331,146242,Triploporella,genus,Early Aptian,,121.4,119.57,46.950001,22.283333,RO,,Varciorog,,Chlorophyta,Chlorophyceae,Dasycladales,Triploporellaceae,Triploporella,120.485,Cretaceo,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1147332,146242,Permocalculus,genus,Early Aptian,,121.4,119.57,46.950001,22.283333,RO,,Varciorog,,Rhodophyta,Rhodophyceae,,Gymnocodiaceae,Permocalculus,120.485,Cretaceo,True,Plantae,Europa,,Altro/Non Classificato,False
1147333,146242,Solenopora,genus,Early Aptian,,121.4,119.57,46.950001,22.283333,RO,,Varciorog,,Rhodophyta,Rhodophyceae,,Solenoporaceae,Solenopora,120.485,Cretaceo,True,Plantae,Europa,,Altro/Non Classificato,False
1147771,146251,Sporolithon,genus,Early Aptian,,121.4,119.57,46.916668,22.299999,RO,,Varciorog,,Rhodophyta,Florideophyceae,Sporolithales,Sporolithaceae,Sporolithon,120.485,Cretaceo,True,Plantae,Europa,Altro,Altro/Non Classificato,False
1147772,146251,Polystrata alba,species,Early Aptian,,121.4,119.57,46.916668,22.299999,RO,,Varciorog,,Rhodophyta,Florideophyceae,Peyssonneliales,Peyssonneliaceae,Polystrata,120.485,Cretaceo,True,Plantae,Europa,Altro,Altro/Non Classificato,False
1147773,146251,Marinella lugeoni,species,Early Aptian,,121.4,119.57,46.916668,22.299999,RO,,Varciorog,,Rhodophyta,Rhodophyceae,,Solenoporaceae,Marinella,120.485,Cretaceo,True,Plantae,Europa,,Altro/Non Classificato,False
1147774,146251,Triploporella,genus,Early Aptian,,121.4,119.57,46.916668,22.299999,RO,,Varciorog,,Chlorophyta,Chlorophyceae,Dasycladales,Triploporellaceae,Triploporella,120.485,Cretaceo,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1147775,146251,Solenopora,genus,Early Aptian,,121.4,119.57,46.916668,22.299999,RO,,Varciorog,,Rhodophyta,Rhodophyceae,,Solenoporaceae,Solenopora,120.485,Cretaceo,True,Plantae,Europa,,Altro/Non Classificato,False
1147776,146251,Permocalculus,genus,Early Aptian,,121.4,119.57,46.916668,22.299999,RO,,Varciorog,,Rhodophyta,Rhodophyceae,,Gymnocodiaceae,Permocalculus,120.485,Cretaceo,True,Plantae,Europa,,Altro/Non Classificato,False
1147790,146335,Marinella lugeoni,species,Early Aptian,,121.4,119.57,46.916668,22.299999,RO,,Varciorog,,Rhodophyta,Rhodophyceae,,Solenoporaceae,Marinella,120.485,Cretaceo,True,Plantae,Europa,,Altro/Non Classificato,False
1149491,146640,Pteridophyta,phylum,Aptian,,121.4,113.2,38.375832,-77.450279,US,Virginia,Patuxent,Potomac,Pteridophyta,,,,,117.30000000000001,Cretaceo,True,Plantae,Nord America,,Pianta,False
1149492,146640,Plantae,kingdom,Aptian,,121.4,113.2,38.375832,-77.450279,US,Virginia,Patuxent,Potomac,,,,,,117.30000000000001,Cretaceo,True,Plantae,Nord America,,Altro/Non Classificato,False
1149493,146641,Coniferophyta,phylum,Aptian,,121.4,113.2,38.375832,-77.450279,US,Virginia,Patuxent,Potomac,Coniferophyta,,,,,117.30000000000001,Cretaceo,True,Plantae,Nord America,,Pianta,False
1149505,77058,Chara,genus,Berriasian,,143.1,137.05,51.550301,-1.781,UK,England,,Purbeck,Charophyta,,Charales,Characea,Chara,140.075,Cretaceo,True,Plantae,Europa,Altro,Altro/Non Classificato,False
1150629,146865,Palaeodasycladus mediterraneus,species,Hettangian,Sinemurian,201.4,192.9,45.916668,14.666667,SI,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Palaeodasycladus,197.15,Triassico,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1150630,146865,Palaeodasycladus,genus,Hettangian,Sinemurian,201.4,192.9,45.916668,14.666667,SI,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Palaeodasycladus,197.15,Triassico,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1150631,146865,Palaeodasycladus,genus,Hettangian,Sinemurian,201.4,192.9,45.916668,14.666667,SI,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Palaeodasycladus,197.15,Triassico,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1150632,146865,Sestrosphaera liasina,species,Hettangian,Sinemurian,201.4,192.9,45.916668,14.666667,SI,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Sestrosphaera,197.15,Triassico,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1150633,146865,Thaumatoporella parvovesiculifera,species,Hettangian,Sinemurian,201.4,192.9,45.916668,14.666667,SI,,,,Chlorophyta,,Thaumatoporellales,,Thaumatoporella,197.15,Triassico,True,Plantae,Europa,Altro,Altro/Non Classificato,False
1150651,146866,Thaumatoporella parvovesiculifera,species,Early Pliensbachian,,192.9,184.2,45.916668,14.666667,SI,,,,Chlorophyta,,Thaumatoporellales,,Thaumatoporella,188.55,Giurassico,True,Plantae,Europa,Altro,Altro/Non Classificato,False
1150657,146866,Palaeodasycladus mediterraneus,species,Early Pliensbachian,,192.9,184.2,45.916668,14.666667,SI,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Palaeodasycladus,188.55,Giurassico,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1150669,146867,Palaeodasycladus mediterraneus,species,Late Pliensbachian,,192.9,184.2,45.916668,14.666667,SI,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Palaeodasycladus,188.55,Giurassico,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1150672,146868,Palaeodasycladus mediterraneus,species,Late Pliensbachian,,192.9,184.2,45.916668,14.666667,SI,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Palaeodasycladus,188.55,Giurassico,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1150688,146869,Thaumatoporella parvovesiculifera,species,Toarcian,,184.2,174.7,45.916668,14.666667,SI,,,,Chlorophyta,,Thaumatoporellales,,Thaumatoporella,179.45,Giurassico,True,Plantae,Europa,Altro,Altro/Non Classificato,False
1150692,146870,Holosporella siamensis,species,Middle Jurassic,,174.7,161.5,45.916668,14.666667,SI,,,,Chlorophyta,Chlorophyceae,Dasycladales,Triploporellaceae,Holosporella,168.1,Giurassico,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1150698,146870,Thaumatoporella parvovesiculifera,species,Middle Jurassic,,174.7,161.5,45.916668,14.666667,SI,,,,Chlorophyta,,Thaumatoporellales,,Thaumatoporella,168.1,Giurassico,True,Plantae,Europa,Altro,Altro/Non Classificato,False
1150701,146870,Salpingoporella annulata,species,Middle Jurassic,,174.7,161.5,45.916668,14.666667,SI,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Salpingoporella,168.1,Giurassico,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
1151732,146992,Corallinaceae,family,Late Aptian,,119.57,113.2,45.25,21.9,RO,,,,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,,116.38499999999999,Cretaceo,True,Plantae,Europa,Altro,Altro/Non Classificato,False
1151733,146992,Archaeolithothamnium,genus,Late Aptian,,119.57,113.2,45.25,21.9,RO,,,,Rhodophyta,Florideophyceae,Corallinales,,Archaeolithothamnium,116.38499999999999,Cretaceo,True,Plantae,Europa,Altro,Altro/Non Classificato,False
1151734,147046,Salpingoporella muehlbergii,species,Late Aptian,,119.57,113.2,45.25,21.9,RO,,,,Chlorophyta,Chlorophyceae,Dasycladales,Dasycladaceae,Salpingoporella,116.38499999999999,Cretaceo,True,Plantae,Europa,Dasycladales,Altro/Non Classificato,False
